product_id,title,description,brand,category,product_type,price
B0001671,Apple Premium Charger,High quality charger from Apple. Perfect for daily use with electronics devices.,Apple,Electronics,charger,255.98
B0001672,Sony White Organizer,High quality organizer from Sony. Perfect for daily use with tools & home improvement devices.,Sony,Tools & Home Improvement,organizer,221.7
B0001673,Dell Premium Silver Mouse,High quality mouse from Dell. Perfect for daily use with computers devices.,Dell,Computers,mouse,217.06
B0001674,Dell Portable Keyboard,High quality keyboard from Dell. Perfect for daily use with computers devices.,Dell,Computers,keyboard,342.67
B0001675,Jbl Universal White Equipment,High quality equipment from JBL. Perfect for daily use with sports & outdoors devices.,JBL,Sports & Outdoors,equipment,213.99
B0001676,Dell Compact Case,High quality case from Dell. Perfect for daily use with accessories devices.,Dell,Accessories,case,235.97
B0001677,Anker Compact Mount,High quality mount from Anker. Perfect for daily use with cell phones devices.,Anker,Cell Phones,mount,163.5
B0001678,Amazonbasics Professional Water Bottle,High quality water bottle from AmazonBasics. Perfect for daily use with sports & outdoors devices.,AmazonBasics,Sports & Outdoors,water bottle,236.03
B0001679,Apple Portable Storage,High quality storage from Apple. Perfect for daily use with tools & home improvement devices.,Apple,Tools & Home Improvement,storage,158.17
B0001680,Ravpower Compact Mount,High quality mount from RAVPower. Perfect for daily use with accessories devices.,RAVPower,Accessories,mount,287.13
B0001681,Apple Heavy Duty Red Storage,High quality storage from Apple. Perfect for daily use with home & kitchen devices.,Apple,Home & Kitchen,storage,235.51
B0001682,Samsung Heavy Duty Red Headphones,High quality headphones from Samsung. Perfect for daily use with electronics devices.,Samsung,Electronics,headphones,57.73
B0001683,Ravpower Storage,High quality storage from RAVPower. Perfect for daily use with home & kitchen devices.,RAVPower,Home & Kitchen,storage,69.51
B0001684,Jabra White Desk,High quality desk from Jabra. Perfect for daily use with office products devices.,Jabra,Office Products,desk,262.97
B0001685,Bose Heavy Duty Storage,High quality storage from Bose. Perfect for daily use with tools & home improvement devices.,Bose,Tools & Home Improvement,storage,85.84
B0001686,Bose Coffee Maker,High quality coffee maker from Bose. Perfect for daily use with home & kitchen devices.,Bose,Home & Kitchen,coffee maker,108.34
B0001687,Apple Black Mouse,High quality mouse from Apple. Perfect for daily use with computers devices.,Apple,Computers,mouse,131.13
B0001688,Amazonbasics Laptop,High quality laptop from AmazonBasics. Perfect for daily use with computers devices.,AmazonBasics,Computers,laptop,37.27
B0001689,Dell Portable Monitor,High quality monitor from Dell. Perfect for daily use with computers devices.,Dell,Computers,monitor,422.44
B0001690,Dell Equipment,High quality equipment from Dell. Perfect for daily use with tools & home improvement devices.,Dell,Tools & Home Improvement,equipment,312.41
B0001691,Sony Portable Scale,High quality scale from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,scale,332.16
B0001692,Aukey Silver Cable,High quality cable from AUKEY. Perfect for daily use with cell phones devices.,AUKEY,Cell Phones,cable,152.12
B0001693,Ravpower Premium Black Monitor,High quality monitor from RAVPower. Perfect for daily use with computers devices.,RAVPower,Computers,monitor,237.34
B0001694,Sony Wireless Tracker,High quality tracker from Sony. Perfect for daily use with health & personal care devices.,Sony,Health & Personal Care,tracker,15.4
B0001695,Apple Premium Storage,High quality storage from Apple. Perfect for daily use with home & kitchen devices.,Apple,Home & Kitchen,storage,239.27
B0001696,Dell Red Charger,High quality charger from Dell. Perfect for daily use with automotive devices.,Dell,Automotive,charger,113.28
B0001697,Anker Heavy Duty Red Equipment,High quality equipment from Anker. Perfect for daily use with tools & home improvement devices.,Anker,Tools & Home Improvement,equipment,176.25
B0001698,Dell Professional Silver Cable,High quality cable from Dell. Perfect for daily use with cell phones devices.,Dell,Cell Phones,cable,194.5
B0001699,Ravpower Compact Mount,High quality mount from RAVPower. Perfect for daily use with automotive devices.,RAVPower,Automotive,mount,267.46
B0001700,Bose Compact Red Charger,High quality charger from Bose. Perfect for daily use with cell phones devices.,Bose,Cell Phones,charger,416.64
B0001701,Apple Black Laptop,High quality laptop from Apple. Perfect for daily use with computers devices.,Apple,Computers,laptop,335.98
B0001702,Jabra Portable Cable,High quality cable from Jabra. Perfect for daily use with automotive devices.,Jabra,Automotive,cable,406.19
B0001703,Samsung Silver Adapter,High quality adapter from Samsung. Perfect for daily use with accessories devices.,Samsung,Accessories,adapter,461.96
B0001704,Ravpower Universal Charger,High quality charger from RAVPower. Perfect for daily use with electronics devices.,RAVPower,Electronics,charger,226.35
B0001705,Ravpower Equipment,High quality equipment from RAVPower. Perfect for daily use with sports & outdoors devices.,RAVPower,Sports & Outdoors,equipment,167.37
B0001706,Anker Mount,High quality mount from Anker. Perfect for daily use with automotive devices.,Anker,Automotive,mount,107.87
B0001707,Amazonbasics White Storage,High quality storage from AmazonBasics. Perfect for daily use with home & kitchen devices.,AmazonBasics,Home & Kitchen,storage,222.69
B0001708,Jbl Wireless Organizer,High quality organizer from JBL. Perfect for daily use with tools & home improvement devices.,JBL,Tools & Home Improvement,organizer,337.64
B0001709,Apple Silver Adapter,High quality adapter from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,adapter,288.46
B0001710,Logitech Mouse,High quality mouse from Logitech. Perfect for daily use with computers devices.,Logitech,Computers,mouse,366.86
B0001711,Amazonbasics Organizer,High quality organizer from AmazonBasics. Perfect for daily use with tools & home improvement devices.,AmazonBasics,Tools & Home Improvement,organizer,242.13
B0001712,Logitech Equipment,High quality equipment from Logitech. Perfect for daily use with sports & outdoors devices.,Logitech,Sports & Outdoors,equipment,402.78
B0001713,Anker Cable,High quality cable from Anker. Perfect for daily use with automotive devices.,Anker,Automotive,cable,72.32
B0001714,Dell Portable Red Organizer,High quality organizer from Dell. Perfect for daily use with tools & home improvement devices.,Dell,Tools & Home Improvement,organizer,172.15
B0001715,Dell Premium White Case,High quality case from Dell. Perfect for daily use with accessories devices.,Dell,Accessories,case,484.38
B0001716,Aukey Compact Webcam,High quality webcam from AUKEY. Perfect for daily use with computers devices.,AUKEY,Computers,webcam,255.02
B0001717,Ravpower Wireless Tracker,High quality tracker from RAVPower. Perfect for daily use with health & personal care devices.,RAVPower,Health & Personal Care,tracker,469.09
B0001718,Jabra Professional Blue Coffee Maker,High quality coffee maker from Jabra. Perfect for daily use with home & kitchen devices.,Jabra,Home & Kitchen,coffee maker,445.13
B0001719,Sony Heavy Duty Black Speakers,High quality speakers from Sony. Perfect for daily use with electronics devices.,Sony,Electronics,speakers,125.45
B0001720,Jbl Webcam,High quality webcam from JBL. Perfect for daily use with computers devices.,JBL,Computers,webcam,385.13
B0001721,Logitech Headphones,High quality headphones from Logitech. Perfect for daily use with electronics devices.,Logitech,Electronics,headphones,310.09
B0001722,Aukey Black Monitor,High quality monitor from AUKEY. Perfect for daily use with computers devices.,AUKEY,Computers,monitor,60.99
B0001723,Aukey Mount,High quality mount from AUKEY. Perfect for daily use with automotive devices.,AUKEY,Automotive,mount,158.67
B0001724,Apple Universal Cable,High quality cable from Apple. Perfect for daily use with accessories devices.,Apple,Accessories,cable,271.75
B0001725,Jabra Scale,High quality scale from Jabra. Perfect for daily use with health & personal care devices.,Jabra,Health & Personal Care,scale,35.55
B0001726,Bose Professional Tracker,High quality tracker from Bose. Perfect for daily use with health & personal care devices.,Bose,Health & Personal Care,tracker,66.64
B0001727,Ravpower Premium Keyboard,High quality keyboard from RAVPower. Perfect for daily use with computers devices.,RAVPower,Computers,keyboard,38.38
B0001728,Samsung Professional Mount,High quality mount from Samsung. Perfect for daily use with accessories devices.,Samsung,Accessories,mount,445.28
B0001729,Ravpower White Organizer,High quality organizer from RAVPower. Perfect for daily use with tools & home improvement devices.,RAVPower,Tools & Home Improvement,organizer,408.18
B0001730,Apple Premium Blue Mouse,High quality mouse from Apple. Perfect for daily use with computers devices.,Apple,Computers,mouse,305.18
B0001731,Dell Adapter,High quality adapter from Dell. Perfect for daily use with accessories devices.,Dell,Accessories,adapter,69.96
B0001732,Samsung Blue Keyboard,High quality keyboard from Samsung. Perfect for daily use with computers devices.,Samsung,Computers,keyboard,449.84
B0001733,Amazonbasics Premium Organizer,High quality organizer from AmazonBasics. Perfect for daily use with accessories devices.,AmazonBasics,Accessories,organizer,153.41
B0001734,Aukey Compact Case,High quality case from AUKEY. Perfect for daily use with accessories devices.,AUKEY,Accessories,case,36.46
B0001735,Bose Wireless White Scale,High quality scale from Bose. Perfect for daily use with health & personal care devices.,Bose,Health & Personal Care,scale,422.3
B0001736,Hp Blue Storage,High quality storage from HP. Perfect for daily use with tools & home improvement devices.,HP,Tools & Home Improvement,storage,365.21
B0001737,Apple Screen Protector,High quality screen protector from Apple. Perfect for daily use with cell phones devices.,Apple,Cell Phones,screen protector,232.34
B0001738,Apple Red Monitor,High quality monitor from Apple. Perfect for daily use with computers devices.,Apple,Computers,monitor,198.25
B0001739,Apple Black Keyboard,High quality keyboard from Apple. Perfect for daily use with computers devices.,Apple,Computers,keyboard,432.76
B0001740,Amazonbasics Professional Silver Tracker,High quality tracker from AmazonBasics. Perfect for daily use with health & personal care devices.,AmazonBasics,Health & Personal Care,tracker,270.92
B0001741,Apple Organizer,High quality organizer from Apple. Perfect for daily use with home & kitchen devices.,Apple,Home & Kitchen,organizer,379.69
B0001742,Dell Wireless Red Equipment,High quality equipment from Dell. Perfect for daily use with sports & outdoors devices.,Dell,Sports & Outdoors,equipment,222.7
B0001743,Jbl Scale,High quality scale from JBL. Perfect for daily use with health & personal care devices.,JBL,Health & Personal Care,scale,405.62
B0001744,Anker Red Equipment,High quality equipment from Anker. Perfect for daily use with tools & home improvement devices.,Anker,Tools & Home Improvement,equipment,237.12
B0001745,Bose Silver Desk,High quality desk from Bose. Perfect for daily use with office products devices.,Bose,Office Products,desk,238.99
B0001746,Sony Heavy Duty Cable,High quality cable from Sony. Perfect for daily use with accessories devices.,Sony,Accessories,cable,51.91
B0001747,Jbl Compact Red Mount,High quality mount from JBL. Perfect for daily use with accessories devices.,JBL,Accessories,mount,144.39
B0001748,Jabra Organizer,High quality organizer from Jabra. Perfect for daily use with home & kitchen devices.,Jabra,Home & Kitchen,organizer,307.92
